urn:cts:greekLit:tlg0012.tlg001.msA:1.1	<l xmlns="http://www.tei-c.org/ns/1.0" n="1"> Μῆνιν ἄειδε θεὰ <persName n="urn:cite:hmt:pers.pers1"> Πηληϊάδεω Ἀχιλῆος</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.43	<l xmlns="http://www.tei-c.org/ns/1.0" n="43"> χρεὼ βουλῆς ἐμὲ καὶ σὲ διοτρεφὲς ὦ <persName n="urn:cite:hmt:pers.pers119"> Μενέλᾱε</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.45	<l xmlns="http://www.tei-c.org/ns/1.0" n="45"> <rs n="urn:cite:hmt:place.place114" type="ethnic"> Ἀργείους</rs> καὶ νῆας. ἐπεὶ <persName n="urn:cite:hmt:pers.pers8"> Διὸς</persName> ἐτράπετο φρήν·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.46	<l xmlns="http://www.tei-c.org/ns/1.0" n="46"> <persName n="urn:cite:hmt:pers.pers172"> Ἑκτορέοις</persName> άρα μᾶλλον ἐπὶ φρένα θῆχ' ἱ̈εροῖσιν·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.49	<l xmlns="http://www.tei-c.org/ns/1.0" n="49"> ὅσσ' <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> ἔρρεξε <persName n="urn:cite:hmt:pers.pers8"> Διῒ</persName> φίλος υἷας <rs n="urn:cite:hmt:place.place96" type="ethnic"> Ἀχαιῶν</rs> .</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.53	<l xmlns="http://www.tei-c.org/ns/1.0" n="53"> ἀλλ' ἴ̈θι νῦν <persName n="urn:cite:hmt:pers.pers127"> Αἴαντα</persName> καὶ <persName n="urn:cite:hmt:pers.pers287"> Ἰ̈δομενῆα</persName> κάλεσσον</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.54	<l xmlns="http://www.tei-c.org/ns/1.0" n="54"> ῥίμφα θέων ἐπὶ νῆας. ἐγὼ δ' ἐπι <persName n="urn:cite:hmt:pers.pers117"> Νέστορα</persName> δῖον</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.58	<l xmlns="http://www.tei-c.org/ns/1.0" n="58"> σημαίνει φυλάκεσσι· καὶ <persName n="urn:cite:hmt:pers.pers287"> Ἰ̈δομενῆος</persName> ὀπάων</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.59	<l xmlns="http://www.tei-c.org/ns/1.0" n="59"> <persName n="urn:cite:hmt:pers.pers212"> Μηριόνης</persName> . τοῖσιν γὰρ ἐπετράπομέν γε μάλιστα·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.60	<l xmlns="http://www.tei-c.org/ns/1.0" n="60"> τὸν δ' ἠμείβετ' ἔπειτα βοὴν ἀγαθὸς <persName n="urn:cite:hmt:pers.pers119"> Μενέλαος</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.64	<l xmlns="http://www.tei-c.org/ns/1.0" n="64"> τὸν δ' αῦτε προσέειπεν ἄναξ ἀνδρῶν <persName n="urn:cite:hmt:pers.pers8"> Ἀγαμέμνων</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.71	<l xmlns="http://www.tei-c.org/ns/1.0" n="71"> <persName n="urn:cite:hmt:pers.pers8"> Ζεὺς</persName> ἐπι γεινομένοισιν, ἵ̈ει κακότητα βαρεῖαν·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.73	<l xmlns="http://www.tei-c.org/ns/1.0" n="73"> αὐτὰρ ὁ βῆ ρ' ϊέναι μετα <persName n="urn:cite:hmt:pers.pers117"> Νέστορα</persName> ποιμένα λαῶν·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.81	<l xmlns="http://www.tei-c.org/ns/1.0" n="81"> <persName n="urn:cite:hmt:pers.pers22"> Ἀτρείδην</persName> προσέειπε. καὶ ἐξερεείνετο μύθῳ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.86	<l xmlns="http://www.tei-c.org/ns/1.0" n="86"> τὸν δ' ἠμείβετ' ἔπειτα ἄναξ ἀνδρῶν <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName> :</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.87	<l xmlns="http://www.tei-c.org/ns/1.0" n="87"> ὦ <persName n="urn:cite:hmt:pers.pers117"> Νέστορ</persName> . <persName n="urn:cite:hmt:pers.pers117"> Νηληάδη</persName> · μέγα κῦδος <rs n="urn:cite:hmt:place.place96" type="ethnic"> Ἀχαιῶν</rs> ,</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.88	<l xmlns="http://www.tei-c.org/ns/1.0" n="88"> γνώσεαι <persName n="urn:cite:hmt:pers.pers22"> Ἀτρείδην Ἀγαμέμνονα</persName> · τὸν περὶ πάντων</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.89	<l xmlns="http://www.tei-c.org/ns/1.0" n="89"> <persName n="urn:cite:hmt:pers.pers8"> Ζεὺς</persName> ἐνέεικε πόνοισι διαμπερὲς. εἰς ὅ κ' ἀϋτμὴ</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.93	<l xmlns="http://www.tei-c.org/ns/1.0" n="93"> αἰνῶς γὰρ <rs n="urn:cite:hmt:pers.pers66" type="ethnic"> Δαναῶν</rs> πέρὶδείδια. οὐδέ μοι ῆτορ</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.102	<l xmlns="http://www.tei-c.org/ns/1.0" n="102"> Τὸν δ' ἠμείβετ' ἔπειτα <rs n="urn:cite:hmt:place.place115" type="ethnic"> Γερήνιος</rs> ἱππότα <persName n="urn:cite:hmt:pers.pers117"> Νέστωρ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.103	<l xmlns="http://www.tei-c.org/ns/1.0" n="103"> <persName n="urn:cite:hmt:pers.pers22"> Ἀτρείδη</persName> κύδιστε. ἄναξ ἀνδρῶν <persName n="urn:cite:hmt:pers.pers22"> Ἀγάμεμνον</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.104	<l xmlns="http://www.tei-c.org/ns/1.0" n="104"> οὔ θην <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορι</persName> πάντα νοήματα μητίετα <persName n="urn:cite:hmt:pers.pers8"> Ζεὺς</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.106	<l xmlns="http://www.tei-c.org/ns/1.0" n="106"> κήδεσι μοχθήσσειν καὶ πλείοσιν. εἴ κεν <persName n="urn:cite:hmt:pers.pers1"> Ἀχιλλεὺς</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.109	<l xmlns="http://www.tei-c.org/ns/1.0" n="109"> ἠμὲν <persName n="urn:cite:hmt:pers.pers215"> Τυδείδην</persName> δουρὶ κλυτὸν. ἠδ' <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσῆα</persName> .</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.110	<l xmlns="http://www.tei-c.org/ns/1.0" n="110"> ἠδ' <persName n="urn:cite:hmt:pers.pers281"> Αἴαντα</persName> τάχὺν. καὶ <persName n="urn:cite:hmt:pers.pers469"> Φυλέος</persName> ἄλκιμον υἱόν·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.112	<l xmlns="http://www.tei-c.org/ns/1.0" n="112"> ἀντίθεόν τ' <persName n="urn:cite:hmt:pers.pers127"> Αἴαντα</persName> . καὶ <persName n="urn:cite:hmt:pers.pers287"> Ἰ̈δομενῆα</persName> ἄνακτα·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.114	<l xmlns="http://www.tei-c.org/ns/1.0" n="114"> ἀλλὰ φίλον περ ἐόντα καὶ αἰδοῖον <persName n="urn:cite:hmt:pers.pers119"> Μενέλᾱον</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.119	<l xmlns="http://www.tei-c.org/ns/1.0" n="119"> Τὸν δ' αῦτε προσέειπεν ἄναξ ἀνδρῶν <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.128	<l xmlns="http://www.tei-c.org/ns/1.0" n="128"> Τὸν δ' ἠμείβετ' ἔπειτα <rs n="urn:cite:hmt:place.place115" type="ethnic"> Γερήνιος</rs> ἱ̈ππότα <persName n="urn:cite:hmt:pers.pers117"> Νέστωρ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.137	<l xmlns="http://www.tei-c.org/ns/1.0" n="137"> πρῶτον ἔπειτ' <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσῆα</persName> . <persName n="urn:cite:hmt:pers.pers8"> Διῒ</persName> μῆτιν ἀτάλαντον</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.138	<l xmlns="http://www.tei-c.org/ns/1.0" n="138"> ἐξ ὕπνου ἀνέγειρε <rs n="urn:cite:hmt:place.place115" type="ethnic"> Γερήνιος</rs> ἱ̈ππότα <persName n="urn:cite:hmt:pers.pers117"> Νέστωρ</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.143	<l xmlns="http://www.tei-c.org/ns/1.0" n="143"> Τὸν δ' ἠμείβετ' ἔπειτα <rs n="urn:cite:hmt:place.place115" type="ethnic"> Γερήνιος</rs> ἱππότα <persName n="urn:cite:hmt:pers.pers117"> Νέστωρ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.144	<l xmlns="http://www.tei-c.org/ns/1.0" n="144"> διογενὲς. <persName n="urn:cite:hmt:pers.pers118"> Λαερτιάδη</persName> . πολυμήχαν' <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσσεῦ</persName> .</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.148	<l xmlns="http://www.tei-c.org/ns/1.0" n="148"> Ὡς φάθ'. ὁ δὲ κλισίην δε κιὼν πολύμητις <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσσεὺς</persName> .</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.150	<l xmlns="http://www.tei-c.org/ns/1.0" n="150"> βὰν δ' ἐπὶ <persName n="urn:cite:hmt:pers.pers215"> Τυδείδην Διομήδεα</persName> . τὸν δ' ἐκίχανον</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.154	<l xmlns="http://www.tei-c.org/ns/1.0" n="154"> λάμφ'· ὥς τε στεροπὴ πατρὸς <persName n="urn:cite:hmt:pers.pers8"> Διὸς</persName> · αὐτὰρ ὅ γ' ἥρως</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.157	<l xmlns="http://www.tei-c.org/ns/1.0" n="157"> τὸν παρστὰς ἀνέγειρε <rs n="urn:cite:hmt:place.place115" type="ethnic"> Γερήνιος</rs> ἱ̈ππότα <persName n="urn:cite:hmt:pers.pers117"> Νέστωρ</persName> .</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.159	<l xmlns="http://www.tei-c.org/ns/1.0" n="159"> ὄρσεο <persName n="urn:cite:hmt:pers.pers251"> Τυδέος</persName> υἱέ. τί πάννυχον ὕπνον ἀωτεῖς·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.168	<l xmlns="http://www.tei-c.org/ns/1.0" n="168"> τὸν δ' αὖτε προσέειπε <rs n="urn:cite:hmt:place.place115" type="ethnic"> Γερήνιος</rs> ἱ̈ππότα <persName n="urn:cite:hmt:pers.pers117"> Νέστωρ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.175	<l xmlns="http://www.tei-c.org/ns/1.0" n="175"> ἂλλ' ἴ̈θι νῦν· <persName n="urn:cite:hmt:pers.pers127"> Αἴαντα</persName> ταχὺν καὶ <persName n="urn:cite:hmt:pers.pers469"> Φυλέος</persName> υἱὸν</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.196	<l xmlns="http://www.tei-c.org/ns/1.0" n="196"> τοῖς δ' ἅμα <persName n="urn:cite:hmt:pers.pers212"> Μηριόνης</persName> καὶ <persName n="urn:cite:hmt:pers.pers117"> Νέστορος</persName> ἀγλαὸς υἱὸς</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.200	<l xmlns="http://www.tei-c.org/ns/1.0" n="200"> πιπτόντων· ὅθεν αὖτις ἀπετράπετ' όβριμος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.203	<l xmlns="http://www.tei-c.org/ns/1.0" n="203"> τοῖσι δὲ μύθων ἦρχε <rs n="urn:cite:hmt:place.place115" type="ethnic"> Γερήνιος</rs> ἱ̈ππότα <persName n="urn:cite:hmt:pers.pers117"> Νέστωρ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.219	<l xmlns="http://www.tei-c.org/ns/1.0" n="219"> τοῖσι δὲ καὶ μετέειπε βοὴν ἀγαθὸς <persName n="urn:cite:hmt:pers.pers215"> Διομήδης</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.220	<l xmlns="http://www.tei-c.org/ns/1.0" n="220"> <persName n="urn:cite:hmt:pers.pers117"> Νέστωρ</persName> . ἒμ' ὀτρύνει κραδίη καὶ θυμὸς ἀγήνωρ</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.227	<l xmlns="http://www.tei-c.org/ns/1.0" n="227"> ὡς ἔφαθ'. οἱ δ' ἔθελον <persName n="urn:cite:hmt:pers.pers215"> Διομήδεϊ</persName> πολλοὶ ἕπεσθαι·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.228	<l xmlns="http://www.tei-c.org/ns/1.0" n="228"> ἠθελέτην <persName n="urn:cite:hmt:pers.pers281"> <persName n="urn:cite:hmt:pers.pers127"> Αἴαντε</persName></persName> δύω θεράποντες <persName n="urn:cite:hmt:pers.pers83"> Ἄρηος</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.229	<l xmlns="http://www.tei-c.org/ns/1.0" n="229"> ἤθελε <persName n="urn:cite:hmt:pers.pers212"> Μηριόνης</persName> · μάλα δ' ἤθελε, <persName n="urn:cite:hmt:pers.pers117"> Νέστορος</persName> υἱός·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.230	<l xmlns="http://www.tei-c.org/ns/1.0" n="230"> ἤθελε δ' <persName n="urn:cite:hmt:pers.pers119"> Ἀτρείδης</persName> <choice> <orig> δουρὶκλειτὸς</orig> <reg> δουρὶκλυτὸς</reg></choice> <persName n="urn:cite:hmt:pers.pers119"> Μενέλαος</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.231	<l xmlns="http://www.tei-c.org/ns/1.0" n="231"> ἤθελε δ' ὁ τλήμων <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσεὺς</persName> καταδῦναι ὅμιλον</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.233	<l xmlns="http://www.tei-c.org/ns/1.0" n="233"> τοῖσι δὲ καὶ μετέειπεν ἄναξ ἀνδρῶν <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.234	<l xmlns="http://www.tei-c.org/ns/1.0" n="234"> <persName n="urn:cite:hmt:pers.pers215"> Τυδείδη Διόμηδες</persName> . ἐμῷ κεχαρισμένε θυμῷ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.240	<l xmlns="http://www.tei-c.org/ns/1.0" n="240"> ὡς ἔφατ'· ἔδδεισεν δὲ περὶ ξανθῷ <persName n="urn:cite:hmt:pers.pers119"> Μενελά̄ῳ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.241	<l xmlns="http://www.tei-c.org/ns/1.0" n="241"> τοῖς δ' αὖτις μετέειπε βοὴν ἀγαθὸς <persName n="urn:cite:hmt:pers.pers215"> Διομήδης</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.243	<l xmlns="http://www.tei-c.org/ns/1.0" n="243"> πῶς ἂν ἔπειτ' <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσῆος</persName> ἐγὼ θείοιο λαθοίμην.</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.245	<l xmlns="http://www.tei-c.org/ns/1.0" n="245"> ἐν πάντεσσι πόνοισι· φιλεῖ δέ ἑ <persName n="urn:cite:hmt:pers.pers67"> Παλλὰς Ἀθήνη</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.248	<l xmlns="http://www.tei-c.org/ns/1.0" n="248"> Τὸν δ' αὖτε προσέειπε πολύτλας δῖος <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσσεύς</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.249	<l xmlns="http://www.tei-c.org/ns/1.0" n="249"> <persName n="urn:cite:hmt:pers.pers215"> Τυδείδη</persName> · μήτ ἄρ με, μάλ' αἴνεε μήτε τί, νείκει·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.255	<l xmlns="http://www.tei-c.org/ns/1.0" n="255"> <persName n="urn:cite:hmt:pers.pers215"> Τυδείδῃ</persName> μὲν δῶκε μενεπτόλεμος <persName n="urn:cite:hmt:pers.pers880"> Θρασυμήδης</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.260	<l xmlns="http://www.tei-c.org/ns/1.0" n="260"> <persName n="urn:cite:hmt:pers.pers212"> Μηριόνης</persName> δ' <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσῆϊ</persName> δίδου βιὸν. ἠδε φαρέτρην.</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.266	<l xmlns="http://www.tei-c.org/ns/1.0" n="266"> τήν ῥά ποτ' ἐξ <placeName n="urn:cite:hmt:place.place137"> Ἑλεῶνος</placeName> . <persName n="urn:cite:hmt:pers.pers473"> Ἀμύντορος Ὀρμενίδᾱο</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.267	<l xmlns="http://www.tei-c.org/ns/1.0" n="267"> ἐξέλετ' <persName n="urn:cite:hmt:pers.pers472"> Αὐτόλυκος</persName> . πυκινὸν δόμον ἀντιτορήσᾱς·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.268	<l xmlns="http://www.tei-c.org/ns/1.0" n="268"> <placeName n="urn:cite:hmt:place.place240"> Σκάνδειαν</placeName> δ' ἄρα δῶκε <placeName n="urn:cite:hmt:place.place241"> Κυθηρίῳ</placeName> <persName n="urn:cite:gmt:pers.pers470"> Ἀμφιδάμαντι</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.269	<l xmlns="http://www.tei-c.org/ns/1.0" n="269"> <persName n="urn:cite:hmt:pers.pers470"> Ἀμφιδάμας</persName> δὲ <persName n="urn:cite:hmt:pers.pers471"> Μόλῳ</persName> δῶκε ξεινήϊον εἶναι·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.270	<l xmlns="http://www.tei-c.org/ns/1.0" n="270"> αὐτὰρ ὃ <persName n="urn:cite:hmt:pers.pers212"> Μηριόνῃ</persName> δῶκεν ᾧ παιδὶ φορῆναι·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.271	<l xmlns="http://www.tei-c.org/ns/1.0" n="271"> δὴ τότ' <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσσῆος</persName> πύκασεν κάρη ἀμφιτεθεῖσα·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.275	<l xmlns="http://www.tei-c.org/ns/1.0" n="275"> <persName n="urn:cite:hmt:pers.pers67"> Παλλὰς Ἀθηναίη</persName> . τοὶ δ` οὐκ ἴ̈δον ὀφθαλμοῖσι</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.277	<l xmlns="http://www.tei-c.org/ns/1.0" n="277"> χαῖρε δὲ τῷ ὄρνιθ' <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσεύς</persName> , ἠρᾶτο δ' <persName n="urn:cite:hmt:pers.pers67"> Ἀθήνῃ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.278	<l xmlns="http://www.tei-c.org/ns/1.0" n="278"> κλῦθί <choice> <orig> μοι</orig> <reg> μευ</reg></choice> αἰγιόχοιο <persName n="urn:cite:hmt:pers.pers8"> Διὸς</persName> τέκος, ἥ τέ μοι αἰεὶ</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.280	<l xmlns="http://www.tei-c.org/ns/1.0" n="280"> κινύμενος· νῦν αὖτε μάλιστά με φῖλαι <persName n="urn:cite:hmt:pers.pers67"> Ἀθήνη</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.283	<l xmlns="http://www.tei-c.org/ns/1.0" n="283"> δεύτερος αὖτ' ἠρᾶτο βοὴν ἀγαθὸς <persName n="urn:cite:hmt:pers.pers215"> Διομήδης</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.284	<l xmlns="http://www.tei-c.org/ns/1.0" n="284"> κέκλυθι νῦν καὶ ἐμεῖο <persName n="urn:cite:hmt:pers.pers8"> Διὸς</persName> τέκος <persName n="urn:cite:hmt:pers.pers67"> Ἀτρυτώνη</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.285	<l xmlns="http://www.tei-c.org/ns/1.0" n="285"> σπεῖό μοι. ὡς ὅτε πατρὶ ἅμ' ἕσπεο <persName n="urn:cite:hmt:pers.pers251"> Τυδέϊ</persName> δίῳ</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.288	<l xmlns="http://www.tei-c.org/ns/1.0" n="288"> αὐτὰρ ὃ μειλίχιον μῦθον φέρε <rs n="urn:cite:hmt:pers.pers402" type="ethnic"> Καδμείοισι</rs></l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.295	<l xmlns="http://www.tei-c.org/ns/1.0" n="295"> ὡς ἔφαν εὐχόμενοι. τῶν δ' ἔκλυε <persName n="urn:cite:hmt:pers.pers67"> Παλλὰς Ἀθήνη</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.296	<l xmlns="http://www.tei-c.org/ns/1.0" n="296"> οἱ δ' ἐπεὶ ἠρήσαντο <persName n="urn:cite:hmt:pers.pers8"> Διὸς</persName> κούρῃ μεγάλοιο·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.299	<l xmlns="http://www.tei-c.org/ns/1.0" n="299"> οὐδε μὲν οὐδὲ <rs n="urn:cite:hmt:place.place6" type="ethnic"> Τρῶας</rs> ἀγήνορας εἴασεν <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.314	<l xmlns="http://www.tei-c.org/ns/1.0" n="314"> ἦν δέ τις ἐν <rs n="urn:cite:hmt:place.place6" type="ethnic"> Τρώεσσι</rs> <persName n="urn:cite:hmt:pers.pers474"> Δόλων</persName> . <persName n="urn:cite:hmt:pers.pers475"> Εὐμήδεος</persName> υἱὸς</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.318	<l xmlns="http://www.tei-c.org/ns/1.0" n="318"> ὅς ῥα τότε <rs n="urn:cite:hmt:place.place6" type="ethnic"> Τρωσίν</rs> τε καὶ <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορι</persName> μῦθον ἔειπεν·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.319	<l xmlns="http://www.tei-c.org/ns/1.0" n="319"> <persName n="urn:cite:hmt:pers.pers172"> ἕκτορ'</persName> . ἒμ' ὀτρύνει κραδίη καὶ θυμὸς ἀγήνωρ</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.323	<l xmlns="http://www.tei-c.org/ns/1.0" n="323"> δωσεμέν. οἳ φορέουσιν ἀμύμονα <persName n="urn:cite:hmt:pers.pers1"> πηλείωνα</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.326	<l xmlns="http://www.tei-c.org/ns/1.0" n="326"> νῆ' <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμεμνονέην</persName> . ὅθι που μέλλουσιν ἄριστοι</l>
urn:cts:greekLit:tlg0012.tlg001.msA:10.329	<l xmlns="http://www.tei-c.org/ns/1.0" n="329"> ἴ̈στω νῦν <persName n="urn:cite:hmt:pers.pers8"> Ζεὺς</persName> ἀυτὸς ἐρίγδουπος πόσις <persName n="urn:cite:hmt:pers.pers116"> Ἥρης</persName> ·</l>
